title,category,company,responses,date,is_active
"Team Lead/Snr Sharepoint Developer",".NET","Luxoft",0,1/23/2013 17:23,FALSE
"Senior Java Developer","Java","Luxoft",0,1/23/2013 17:20,FALSE
"Senior/Lead .Net Developer",".NET","Luxoft",0,1/23/2013 17:11,FALSE
"Java Developer","Java","Luxoft",0,1/23/2013 17:02,FALSE
"Sr. C++/Qt Developer","C++","Luxoft",0,1/23/2013 17:00,FALSE
"Test leader","QA","Luxoft",0,1/23/2013 16:57,FALSE
"PHP-Developer","PHP","Trionika",0,1/23/2013 16:46,FALSE
"Senior QA","QA","Luxoft",0,1/23/2013 16:42,FALSE
"Perl Developer","Perl","Luxoft",0,1/23/2013 16:25,FALSE
"Usability Architect","Дизайн","Luxoft",0,1/23/2013 16:18,FALSE
"Python Developer","Python","CloneFish",0,1/23/2013 15:24,FALSE
"Software Automation Engineer","C++","Luxoft",0,1/23/2013 15:23,FALSE
"Senior Developer_Linux",,"Luxoft",0,1/23/2013 15:16,FALSE
"Senior JavaScript / Front-end developer","Front End","BabylOFF Inc.",0,1/23/2013 13:21,FALSE
"Senior JavaScript / Front-end developer","Front End","BabylOFF Inc.",0,1/23/2013 13:16,FALSE
"Jira Administrator",,"InfoPulse",0,1/23/2013 11:21,FALSE
".Net Lead Developer",".NET","A-MTOSS",0,1/22/2013 18:15,FALSE
"VB6 software developer for Traen","Other","Ciklum",0,1/22/2013 17:38,FALSE
"Backend Development Manager for Poker/Playtech",,"Ciklum",0,1/22/2013 16:46,FALSE
"Senior PHP developer for AdPepper","PHP","Ciklum",0,1/22/2013 16:29,FALSE
"Java Team Lead","Java","Lohika Systems",0,1/22/2013 14:55,FALSE
"Scrum Master and Software Engineer (Consultant)",,"Augmentive",0,1/22/2013 11:33,FALSE
"Software Engineer (Consultant)",".NET","Augmentive",0,1/22/2013 11:33,FALSE
"ASP.Net/Javascript developer for XPI",".NET","Ciklum",0,1/22/2013 11:28,FALSE
"Senior Software Engineer, Java","Java","Echostar Ukraine LLC",0,1/22/2013 11:02,FALSE
"Senior iOS developer for Ricardo Group","iOS","Ciklum",0,1/22/2013 10:38,FALSE
"PHP программист со знанием CMS Битрикс","PHP","ПАО КБ «ПРИВАТБАНК»",0,1/21/2013 18:45,FALSE
"Senior Python Developer","Python","Svitla Systems, Inc.",0,1/21/2013 17:23,FALSE
"Senior Web JEE Developer for Kuoni","Java","Ciklum",0,1/21/2013 17:07,FALSE
"English Teacher",,"SoftServe",0,1/21/2013 16:29,FALSE
"Development Manager (PaaS)",,"Mirantis",0,1/21/2013 13:20,FALSE
"Openstack Developer",,"Mirantis",0,1/21/2013 13:18,FALSE
"iOS developer for Playtech Mobile","iOS","Ciklum",0,1/21/2013 11:36,FALSE
"C#.NET Developers Team Lead",".NET","WebSource Technologies, Ltd",0,1/19/2013 22:46,FALSE
"Senior JavaScript Developer","Front End","SysIQ",0,1/19/2013 13:55,FALSE
".NET Engineer for Ofir",".NET","Ciklum",0,1/18/2013 18:23,FALSE
"Objective-C разработчик","iOS","Компьютерная Академия ШАГ",0,1/18/2013 17:29,FALSE
"Senior Java Software Engineer","Java","Insoft Ukraine (CM Latitude Group)",0,1/18/2013 15:27,FALSE
"Lead Java Software Engineer","Java","Insoft Ukraine (CM Latitude Group)",0,1/18/2013 15:20,FALSE
"Java Software Engineer","Java","Insoft Ukraine (CM Latitude Group)",0,1/18/2013 15:14,FALSE
"Senior PHP Developer","PHP","Skelia",0,1/18/2013 15:08,FALSE
"iOS Developer","iOS","stfalcon-studio",0,1/18/2013 14:33,FALSE
"Android Developer","Android","stfalcon-studio",0,1/18/2013 14:24,FALSE
"Senior Java Engineer with .Net","Java","Cogniance, Inc",0,1/18/2013 13:15,FALSE
"Web-дизайнер","Дизайн","ПАО КБ «ПРИВАТБАНК»",0,1/18/2013 11:19,FALSE
"Технический писатель",,"Контент Сервис УА",0,1/17/2013 17:03,FALSE
"Site Delivery Manager for Insurecom",,"Ciklum",0,1/17/2013 16:41,FALSE
"Middle .NET Developer with experience in Lotus Notes",".NET","Sigma Ukraine",0,1/17/2013 15:17,FALSE
"Технический продюсер (эксперт) / Technical Producer (Expert)",,"CloneFish",0,1/17/2013 14:50,FALSE
"Software Developer for Playtech Geneity",,"Ciklum",0,1/17/2013 13:52,FALSE
"Middle Java developer (Kiev)","Java","EPAM Systems",0,1/17/2013 12:44,FALSE
"Senior IT Recruiter","HR","SysIQ",0,1/17/2013 12:43,FALSE
"L1 Network Engineer",,"InfoPulse",0,1/17/2013 12:13,FALSE
"программист PHP","PHP","Smart Money",0,1/17/2013 12:03,FALSE
"Senior Front-End Developer","Front End","QAP INT",0,1/17/2013 12:02,FALSE
"QA (Тестировщик)","QA","QAP INT",0,1/17/2013 12:01,FALSE
"Front-end developer","Front End","QAP INT",0,1/17/2013 11:56,FALSE
"Старший разработчик Java / jBoss","Java","InfoPulse",0,1/17/2013 11:49,FALSE
"JavaScript разработчик","Front End","ДубльГИС",0,1/16/2013 21:01,FALSE
"Ведущий разработчик .NET/С#",".NET","ДубльГИС",0,1/16/2013 21:00,FALSE
"Middle Android developer","Android","ПАО КБ «ПРИВАТБАНК»",0,1/16/2013 19:44,FALSE
"Team lead Front-end","Front End","ПАО КБ «ПРИВАТБАНК»",0,1/16/2013 19:31,FALSE
"Oracle Administrator","Oracle","InfoPulse",0,1/16/2013 17:11,FALSE
"Network Implementation Engineer",,"InfoPulse",0,1/16/2013 17:10,FALSE
"Ruby on Rails Technical Leader","Ruby","SoftServe",0,1/16/2013 16:29,FALSE
"Back-end Developer",,"Eastern Peak Software",0,1/16/2013 15:54,FALSE
"ASP.NET",".NET","DAXX BV",0,1/16/2013 12:27,FALSE
".NET разработчик ПО",".NET","Lime systems",0,1/16/2013 11:32,FALSE
"IOS-developer",,"Marka-Software",0,1/16/2013 10:21,FALSE
"Android-developer",,"Marka-Software",0,1/16/2013 10:19,FALSE
"C# developer",".NET","Transition Technologies",0,1/16/2013 9:59,FALSE
"Разработчик поисковых интерфейсов","Front End","Яндекс.Украина",0,1/15/2013 17:35,FALSE
"Разработчик интерфейсов в группу контент-сервисов","Front End","Яндекс.Украина",0,1/15/2013 17:31,FALSE
"Разработчик интерфейсов Метрики","Front End","Яндекс.Украина",0,1/15/2013 17:29,FALSE
"Разработчик PL/SQL",,"Homer Software House",0,1/15/2013 14:53,FALSE
"Разработчик PL/SQL",,"Homer Software House",0,1/15/2013 14:53,FALSE
"Разработчик SAS",,"Homer Software House",0,1/15/2013 14:25,FALSE
"Senior Front-end Engineer","Front End","Lohika Systems",0,1/15/2013 11:58,FALSE
"Automation Tester","QA","Ciklum",0,1/15/2013 11:38,FALSE
"Automation QA Engineer","QA","Ciklum",0,1/15/2013 11:25,FALSE
"Specialist in automation of testing data-processing solutions","QA","Ciklum",0,1/15/2013 11:23,FALSE
"BI Developer",,"Ciklum",0,1/15/2013 11:21,FALSE
"Game Designer","Дизайн","Arkadium",0,1/14/2013 18:23,FALSE
"Business Intelligence/ SQL Developer",,"Web Consultants",0,1/14/2013 17:53,FALSE
"Senior Ruby on Rails Software Engineer","Ruby","SoftServe",0,1/14/2013 17:35,FALSE
"Senior JavaScript developer (NodeJS + MongoDB)","Front End","Oversun Media LLC",0,1/14/2013 14:51,FALSE
"Service Desk Engineer",,"Materialise",0,1/14/2013 11:50,FALSE
"Software Engineer C++","C++","Materialise",0,1/14/2013 11:34,FALSE
"Senior Developer (Android) for Just Eat","Android","Ciklum",0,1/11/2013 19:50,FALSE
"C++ Developer for Marmalade SDK","C++","Ciklum",0,1/11/2013 18:37,FALSE
"UI Designer","Front End","Augmentive",0,1/11/2013 18:17,FALSE
"Team Lead/ C++ Game Developer for Hapti.co","C++","Ciklum",0,1/11/2013 17:25,FALSE
"PHP Lead","PHP","Innovecs",0,1/11/2013 15:58,FALSE
"Project Manager for 20/20 Vision Europe","Project Manager","Ciklum",0,1/10/2013 18:10,FALSE
"Engineering Manager for Marmalade SDK",,"Ciklum",0,1/10/2013 17:38,FALSE
"Google AdWords Specialist for SmartGuy",,"Ciklum",0,1/10/2013 17:36,FALSE
"Senior Java Developer","Java","Ciklum",0,1/10/2013 17:21,FALSE
"Lotus Notes Developer",,"Ciklum",0,1/10/2013 17:13,FALSE
"Аниматор 2D",,"CloneFish",0,1/10/2013 15:00,FALSE
"SW Testing Competence Lead","QA","Sigma Ukraine",0,1/10/2013 12:53,FALSE
"Java Developer","Java","Ciklum",0,1/10/2013 12:23,FALSE
"Junior IT Support Engineer","Support","SoftServe",0,1/9/2013 19:03,FALSE
"Senior Ruby on Rails Developer","Ruby","Provectus-IT",0,1/9/2013 14:31,FALSE
"Senior Oracle BI developer Lviv","Oracle","EPAM Systems",0,1/9/2013 13:38,FALSE
"Middle C++ developer","C++","Livestream Ukraine",0,1/9/2013 11:24,FALSE
"Producer",,"Ubisoft",0,1/9/2013 11:01,FALSE
"Senior Windows 7 developer",,"DAXX BV",0,1/8/2013 16:44,FALSE
"Media System Developer (JavaScript) for CODE Worldwide","Front End","Ciklum",0,1/8/2013 14:14,FALSE
"Customer Support manager (for night time schedule)","Support","Continuum",0,1/8/2013 12:31,FALSE
"PHP-программист","PHP","Простобанк Консалтинг",0,1/5/2013 23:50,FALSE
"Enterprise Technology Consultant",,"SoftServe",0,1/4/2013 17:17,FALSE
"Site Manager for Kuoni",,"Ciklum",0,1/4/2013 13:56,FALSE
"Senior UI Designer (Kiev & Kharkov offices)","Front End","Intetics Co",0,1/4/2013 11:49,FALSE
"Test","QA","DOU",0,1/4/2013 11:32,FALSE
"Senior .Net developer for Condaal",".NET","Ciklum",0,1/3/2013 13:55,FALSE
"Senior DB Software Engineer",,"SoftServe",0,1/2/2013 16:45,FALSE
"Senior ASP.NET Software Engineer",".NET","SoftServe",0,1/2/2013 15:32,FALSE
"On-site MAC Software Engineer","iOS/Mac","SoftServe",0,12/31/2012 11:54,FALSE
"Enterprise Technology Consultant",,"SoftServe",0,12/31/2012 11:54,FALSE
"Middle PHP Developer","PHP","CloneFish",0,12/29/2012 18:12,FALSE
"Flash Engineer","Flash","Cogniance, Inc",0,12/29/2012 3:16,FALSE
"Account Manager",,"ELEKS",0,12/28/2012 16:36,FALSE
"MS Dynamics developer",,"Sigma Ukraine",0,12/27/2012 18:32,FALSE
"Middle Flash developer","Flash","Sigma Ukraine",0,12/27/2012 18:31,FALSE
"Broadcast Technical Support Administrator","Support","Adstream",0,12/27/2012 15:18,FALSE
"QA Engineers","QA","PortaOne",0,12/27/2012 11:37,FALSE
"Senior Microsoft Word Support and Developer for Edgar Online","Support","Ciklum",0,12/26/2012 18:43,FALSE
"Senior Frontend Developer for SmartGuy","Front End","Ciklum",0,12/26/2012 17:22,FALSE
"Senior iOS разработчик","iOS","bMuse Ukraine",0,12/26/2012 17:06,FALSE
"Support Engineer/Manager for SmartGuy","Support","Ciklum",0,12/26/2012 17:00,FALSE
"Senior .NET Developer for SmartGuy",".NET","Ciklum",0,12/26/2012 16:26,FALSE
"Unity3d Game Developer",,"Melior Games",0,12/25/2012 17:35,FALSE
"SEO специалист","SEO","ООО ""ХМЛШОП"" / XMLSHOP LLC",0,12/25/2012 17:27,FALSE
"веб программист",,"obmenka.ua",0,12/25/2012 12:06,FALSE
"Java Developer","Java","SysIQ",0,12/25/2012 11:59,FALSE
"Blackberry developer for QUENTIQ",,"Ciklum",0,12/25/2012 10:38,FALSE
".Net Team Lead",".NET","EPAM Systems",0,12/24/2012 20:59,FALSE
"Senior ASP.NET Developer",".NET","EPAM Systems",0,12/24/2012 20:52,FALSE
"Intermediate Android Software Engineer","Android","SoftServe",0,12/24/2012 15:25,FALSE
"Java developer","Java","Eastern Peak Software",0,12/24/2012 15:20,FALSE
"Senior .NET Developer",".NET","Soft-Ukraine",0,12/24/2012 11:52,FALSE
"Animator",,"Crytek Ukraine",0,12/24/2012 11:17,FALSE
"PHP Architect / Technical Lead for AdPepper","PHP","Ciklum",0,12/24/2012 10:30,FALSE
"Development Manager for Playtech Portal",,"Ciklum",0,12/24/2012 10:29,FALSE
"Senior Java Back End Developer for Portal Playtech","Java","Ciklum",0,12/24/2012 10:28,FALSE
"Performance Test Lead for Playtech","QA","Ciklum",0,12/24/2012 10:19,FALSE
"Senior Java Developer /Team Lead","Java","INTERSOG",0,12/24/2012 10:08,FALSE
"2 D художник",,"BLAM! GAMES",0,12/21/2012 17:52,FALSE
"Senior Java Developer","Java","Softinco Software, LLC",0,12/21/2012 17:42,FALSE
"Senior PHP Drupal Developer for Voltimum","PHP","Ciklum",0,12/21/2012 15:59,FALSE
"Senior C++ Developer","C++","Softinco Software, LLC",0,12/20/2012 19:59,FALSE
"Senior Business Analyst (Lviv)","Analyst","EPAM Systems",0,12/20/2012 16:52,FALSE
"Senior ASP.NET Developer",".NET","The Frayman Group",0,12/20/2012 15:44,FALSE
"Sеnior Silverlight Developer",".NET","The Frayman Group",0,12/20/2012 15:30,FALSE
"Программист",,"Медиаворк",0,12/20/2012 14:42,FALSE
"Python Engineer","Python","Cogniance, Inc",0,12/20/2012 13:42,FALSE
"Senior DB Developer (SQL Server, .NET, C#) for Betsson",".NET","Ciklum",0,12/20/2012 11:10,FALSE
".Net developer",".NET","РА ""Бизнес-класс""",0,12/19/2012 15:29,FALSE
"OpenStack software engineer (Python)","Python","Mirantis",0,12/19/2012 15:27,FALSE
"Embedded Test Team Leader","QA","frog",0,12/19/2012 14:38,FALSE
"Community Manager (Специалист по игровым сообществам)",,"INSOLLO entertainment",0,12/19/2012 13:39,FALSE
"Senior PHP Web Developer to work in Amsterdam","PHP","DAXX BV",0,12/19/2012 11:28,FALSE
"Старший разработчик Java","Java","Homer Software House",0,12/19/2012 9:49,FALSE
"PERL-программист","Perl","ООО ""Глобальные Медиа Системы""",0,12/18/2012 19:14,FALSE
"Senior Oracle Developer (Kyiv)","Oracle","EPAM Systems",0,12/18/2012 15:39,FALSE
"Senior Oracle Developer (Kyiv)","Oracle","EPAM Systems",0,12/18/2012 15:39,FALSE
"QA Lead - 2000-2500$ (Kiev)","QA","Elyland,Ltd",0,12/18/2012 15:28,FALSE
"Scrum Master/Android developer for Ricardo Group","Android","Ciklum",0,12/18/2012 14:34,FALSE
"Web Developer for QUENTIQ",,"Ciklum",0,12/18/2012 11:52,FALSE
"Senior C# WPF developer for Tobii",".NET","Ciklum",0,12/18/2012 11:51,FALSE
"BI Architect",,"EPAM Systems",0,12/18/2012 11:32,FALSE
"Партнер в проекте по AR технологиям",,"Aurea Vision",0,12/17/2012 22:10,FALSE
"Разыскиваем партнера для участия в проекте по AR технологиям",,"Aurea Vision",0,12/17/2012 19:55,FALSE
"Разыскиваем партнера для участия в проекте по AR технологиям",,"Aurea Vision",0,12/17/2012 19:53,FALSE
"Implementation Manager",,"Inbitec",0,12/17/2012 17:47,FALSE
"Senior asp.net developer",".NET","Intetics Co",0,12/17/2012 15:34,FALSE
"Senior Front-End Engineer","Front End","Cogniance, Inc",0,12/17/2012 11:06,FALSE
"Дизайнер 2D/3D для игр под iOS/Android","iOS","DustCase",0,12/17/2012 9:52,FALSE
"Программист С#/Unity3D",".NET","DustCase",0,12/17/2012 9:52,FALSE
"Senior Frontend Developer, Magento based project","Front End","SysIQ",0,12/14/2012 19:17,FALSE
".Net Technical Leader",".NET","SoftServe",0,12/14/2012 16:31,FALSE
"HR Manager, Administrative Services","HR","Inbitec",0,12/14/2012 9:41,FALSE
"iOS developer","iOS","Obrij Digital",0,12/13/2012 16:33,FALSE
"Quality Control Analyst for EDGAR Online","Analyst","Ciklum",0,12/13/2012 16:28,FALSE
"Software Tester for Ellos","QA","Ciklum",0,12/13/2012 14:52,FALSE
"Conversion Programmer",,"Talentor Business Solutions ",0,12/13/2012 14:22,FALSE
"Java Team Lead","Java","Lohika Systems",0,12/13/2012 11:20,FALSE
".NET Developer (USA)",".NET","Akvelon Ukraine",0,12/12/2012 21:33,FALSE
"Middle Automation QA Engineer for Project Office","QA","Ciklum",0,12/12/2012 17:09,FALSE
"ASP.NET /.NET Developer",".NET","Щоденник",0,12/12/2012 14:37,FALSE
"Senior QA Engineer","QA","Щоденник",0,12/12/2012 13:51,FALSE
"Junior/Middle C++ Developer","C++","FulcrumWeb",0,12/11/2012 22:47,FALSE
"Senior Java Developer","Java","Remit",0,12/10/2012 19:22,FALSE
"Java Team Lead","Java","Remit",0,12/10/2012 19:14,FALSE
"Sales-manager + account",,"Videopulse",0,12/10/2012 17:04,FALSE
"iOS разработчик (г.Севастополь)","iOS","Синергия Софт. Украина ",0,12/10/2012 15:18,FALSE
"Salesforce Developer",,"Inbitec",0,12/10/2012 12:12,FALSE
"Magento Developer","PHP","DAXX BV",0,12/10/2012 12:03,FALSE
"Senior Java (Drools) Developer","Java","EPAM Systems",0,12/10/2012 11:38,FALSE
"Delivery Manager for Videobet",,"Ciklum",0,12/10/2012 8:59,FALSE
"Drupal developer","PHP","Кадровый центр Key communication",0,12/10/2012 8:46,FALSE
"Senior PHP Engineer","PHP","Cogniance, Inc",0,12/8/2012 13:58,FALSE
"Senior Developer with experience in Interactive Marketing",,"Skelia",0,12/7/2012 18:09,FALSE
"Senior .NET developer",".NET","Luxena",0,12/7/2012 17:35,FALSE
"Php developer","PHP","Ebola Communications",0,12/6/2012 13:52,FALSE
"Программист 1С (Киев)","1С","УВК Украина",0,12/6/2012 12:43,FALSE
"Java developer Team Lead","Java","Win Interactive LLC",0,12/5/2012 17:57,FALSE
"Linux System Administrator",,"MobiDev",0,12/5/2012 15:12,FALSE
"Assistant Project Manager","Project Manager","MobiDev",0,12/5/2012 15:11,FALSE
"Assistant Sales Manager","Sales","MobiDev",0,12/5/2012 15:10,FALSE
"Marketing manager",,"MobiDev",0,12/5/2012 15:09,FALSE
"German Speaking Business Development Manager",,"MobiDev",0,12/5/2012 15:02,FALSE
"Social Media Optimization Specialist",,"MobiDev",0,12/5/2012 15:02,FALSE
"Business Development Manager",,"MobiDev",0,12/5/2012 15:02,FALSE
"Lead Backend Development Engineer/Java Developer for Trinity Mirror","Java","Ciklum",0,12/5/2012 14:47,FALSE
"Senior C# Developer",".NET","ISD",0,12/5/2012 10:26,FALSE
"Senior Software Developer (C++\C#)","C++","SightPower Ukraine",0,12/5/2012 1:49,FALSE
"Embedded MATLAB/Simulink Software Engineer",,"Samsung Ukraine R&D Center",0,12/4/2012 21:08,FALSE
"QA Automation engineer","QA","InvisibleCRM",0,12/4/2012 19:08,FALSE
"Senior Mac OS X developer","iOS/Mac","Livestream Ukraine",0,12/4/2012 17:47,FALSE
"QA engineer (PaaS and IaaS)","QA","Mirantis",0,12/4/2012 15:17,FALSE
"Senior Ruby Developer (Киев и Харьков)","Ruby","Intetics Co",0,12/4/2012 14:15,FALSE
"PHP developer","PHP","Continuum",0,12/4/2012 13:41,FALSE
"Senior Mobile Developer (Lviv)",,"EPAM Systems",0,12/4/2012 1:39,FALSE
"Senior C/C++ Developer for Project Office","C++","Ciklum",0,12/3/2012 18:25,FALSE
"Middle PHP Developer for Cashcloud","PHP","Ciklum",0,12/3/2012 18:24,FALSE
"Mobile web developer for Ricardo (Cars and bikes team)",,"Ciklum",0,12/3/2012 17:59,FALSE
"Senior PHP Developer","PHP","DAXX BV",0,12/3/2012 17:43,FALSE
"Software Linux Development Expert",,"InfoPulse",0,12/3/2012 15:12,FALSE
"Senior MS SQL developer",,"EPAM Systems",0,12/3/2012 14:49,FALSE
"Mobile Delivery Manager",,"Ciklum",0,12/3/2012 14:39,FALSE
"Програміст Ruby on Rails","Ruby","Vertaline",0,12/3/2012 14:27,FALSE
"Senior Quality Assurance Engineer for LiveNation project","QA","Provectus-IT",0,12/3/2012 10:57,FALSE
"Senior Automation Test Engineer","QA","Sigma Ukraine",0,12/3/2012 10:22,FALSE
"Senior Software Engineering Manager (Kharkiv)",,"EPAM Systems",0,12/3/2012 9:50,FALSE
"Mobile Games Developer",,"GamePoint Development",0,11/30/2012 17:49,FALSE
"Java dev.","Java","Systematica llc",0,11/30/2012 17:02,FALSE
"Technical and Delivery Lead for QUENTIQ",,"Ciklum",0,11/30/2012 15:26,FALSE
"Java Developer","Java","Харьков-Рекрутинг",0,11/30/2012 14:28,FALSE
"Разработчик Java . уровень Senior","Java","Кадровый центр Key communication",0,11/30/2012 14:28,FALSE
"Front-End Engineer","Front End","Cogniance, Inc",0,11/30/2012 13:19,FALSE
"Front-End Developer","Front End","Faria Systems Ltd.",0,11/29/2012 22:48,FALSE
"Windows Client Developer",,"Eastern Peak Software",0,11/29/2012 14:44,FALSE
"Ruby on Rails Engineer","Ruby","Faria Systems Ltd.",0,11/29/2012 13:39,FALSE
"Mac OS X Client Developer","iOS/Mac","Eastern Peak Software",0,11/29/2012 13:36,FALSE
"User Interface Expert",,"Skelia",0,11/29/2012 12:40,FALSE
"User Interface Developer",,"Skelia",0,11/29/2012 12:38,FALSE
"R&D Lead Software Developer",,"Skelia",0,11/29/2012 12:37,FALSE
"Senior Web developer for 2MBA",,"Ciklum",0,11/28/2012 16:45,FALSE
"Automation QA Engineer for Skype project","QA","Lohika Systems",0,11/28/2012 15:44,FALSE
"Chief Mobile Architect for Playtech Mobile",,"Ciklum",0,11/28/2012 14:11,FALSE
"Software Engineer C++","C++","Materialise",0,11/28/2012 12:36,FALSE
"Senior/Tech Lead Ruby Developer","Ruby","Intetics Co",0,11/28/2012 12:19,FALSE
"INTERMEDIATE .NET DEVELOPER",".NET","Ciklum",0,11/27/2012 15:59,FALSE
"JUNIOR .NET DEVELOPER",".NET","Ciklum",0,11/27/2012 13:50,FALSE
